ID,Comment,Sentiment
3787,Jam shumë i kënaqur me blerjen time.,1
3788,"Siç duket, ndryshimet janë graduale dhe jo dramatike.",0/1
3789,Produkti ishte i falsifikuar dhe i rrezikshëm.,0
3790,Rekomandoj fuqishëm këtë dyqan.,1
3791,"Nga përvoja ime, raporti përfshin të dhëna nga burime të ndryshme.",0/1
3792,Stafi nuk dinte asgjë rreth produktit.,0
3793,U zhgënjeva shumë me blerjen time.,0
3794,Shërbimi i klientit u përgjigj menjëherë.,1
3795,Artikulli kishte shumë gabime faktike.,0
3796,Gazetaria e keqe dëmton shoqërinë.,0
3797,"Këtë muaj, faqja e internetit është e lehtë për t'u përdorur.",1
3798,"Nga ajo çfarë pashë, gjendja po përkeqësohet dita-ditës.",0
3799,"Javën e kaluar, palët e ndryshme kanë qëndrime të ndryshme.",0/1
3800,Aplikacioni është intuitiv dhe i shpejtë.,1
3801,Reportazhi ishte shumë profesional.,1
3802,Punonjësit nuk janë të trajnuar mirë.,0
3803,Ishte humbje e parave dhe kohës.,0
3804,Shumë i kënaqur me porosinë time.,1
3805,Kjo politikë do të ndihmojë shumë njerëz.,1
3806,Humbja e parave ishte e pafalshme.,0
3807,Ngjarjen nuk e organizuan siç duhet.,0
3808,"Nga përvoja ime, stafi ishte i pasjellshëm dhe i pakujdesshëm.",0
3809,Shumë faleminderit për informacionin e vlefshëm.,1
3810,"Shërbimi ishte fantastik, do të kthehem përsëri!",1
3811,Paketa ishte e dëmtuar kur arriti.,0
3812,"Kohët e fundit, gazetari ka bërë punë të shkëlqyer.",1
3813,Aktiviteti ishte i organizuar keq.,0
3814,Materiali është i cilësisë së lartë.,1
3815,"Siç duket, funksionet janë saktësisht ato që kishim nevojë.",1
3816,Ky produkt është investimi më i mirë që kam bërë.,1
3817,Çështja është komplekse dhe kërkon analizë të mëtejshme.,0/1
3818,Ky produkt ka ndryshuar jetën time përditë.,1
3819,"Javën e kaluar, stafi ishte shumë miqësor dhe profesional.",1
3820,Garancia nuk u respektua fare.,0
3821,Jam absolutisht i entuziazmuar me rezultatin.,1
3822,Kjo kompani meriton gjithë lavdërimet.,1
3823,Shkeljet e rregullave janë të shumta.,0
3824,Bashkëpunimi ishte shumë i vështirë.,0
3825,E bleva dhe do ta vlerësoj me kalimin e kohës.,0/1
3826,Komentët e qytetarëve janë të ndryshme.,0/1
3827,"Vitin e kaluar, stafi ishte normal, as miqësor as i ftohtë.",0/1
3828,Zhvillimet janë nën monitorim të vazhdueshëm.,0/1
3829,Cilësia ka rënë dramatikisht vitet e fundit.,0
3830,"Sipas raporteve, çmimi është shumë i lartë për cilësinë.",0
3831,U zhgënjeva shumë me blerjen time.,0
3832,Ky problem nuk është adresuar fare.,0
3833,Stafi ishte i pasjellshëm dhe i pakujdesshëm.,0
3834,Filmi ishte emocionues dhe interesant.,1
3835,Situata është alarmante dhe shqetësuese.,0
3836,Mungonte plotësisht transparenca.,0
3837,"Dje, jam i zemëruar me trajtimin që mora.",0
3838,Stafi nuk dinte asgjë rreth produktit.,0
3839,Skandali ka dëmtuar besimin e publikut.,0
3840,"Përvojë shumë pozitive, do të kthehem.",1
3841,Ushqimi ishte i shijshëm dhe i freskët.,1
3842,Ngjarja ishte e organizuar shumë mirë.,1
3843,Ky produkt ka ndryshuar jetën time përditë.,1
3844,"Stafi ishte normal, as miqësor as i ftohtë.",0/1
3845,Situata është alarmante dhe shqetësuese.,0
3846,Projekti ka sjellë ndryshime pozitive.,1
3847,Do të kërkoj rimbursim për këtë produkt.,0
3848,U ndjeva i mashtruar nga ky shërbim.,0
3849,Situata është alarmante dhe shqetësuese.,0
3850,Gjendja po përkeqësohet dita-ditës.,0
3851,"Siç duket, aplikacioni është intuitiv dhe i shpejtë.",1
3852,Artikulli ishte i shkruar mirë dhe qartë.,1
3853,Produkti ishte i falsifikuar dhe i rrezikshëm.,0
3854,"Këtë muaj, njerëzit po vuajnë nga kjo politikë.",0
3855,Ekipi tregoi profesionalizëm të lartë.,1
3856,Shumë i lumtur me zgjedhjen time.,1
3857,"Këtë muaj, procesi po vazhdon sipas planit.",0/1
3858,"Nga përvoja ime, ngjarja ishte e organizuar shumë mirë.",1
3859,"Përvojë shumë pozitive, do të kthehem.",1
3860,Bashkëpunimi ishte shumë i vështirë.,0
3861,Produkti nuk funksionoi siç duhet.,0
3862,"Besoj se, klienti u trajtua me respekt dhe kujdes.",1
3863,Ky institucion ka humbur çdo kredibilitet.,0
3864,Ky problem nuk është adresuar fare.,0
3865,Do të kërkoj rimbursim për këtë produkt.,0
3866,"Besoj se, ngjarjen nuk e organizuan siç duhet.",0
3867,Palët e ndryshme kanë qëndrime të ndryshme.,0/1
3868,Shkeljet e rregullave janë të shumta.,0
3869,Rekomandoj fuqishëm këtë dyqan.,1
3870,Kompania nuk mori asnjë masë korrektuese.,0
3871,Kjo politikë do të ndihmojë shumë njerëz.,1
3872,Rezultatet ishin shumë nën pritshmëritë.,0
3873,Produkti u prishte brenda javës së parë.,0
3874,Cilësia korrespondon me çmimin e paguar.,0/1
3875,Jam i mahnitur me shpejtësinë e dorëzimit.,1
3876,E bleva dhe nuk pendohem aspak.,1
3877,Informacioni i disponueshëm është i kufizuar.,0/1
3878,Reportazhi ishte shumë profesional.,1
3879,Infrastruktura është në gjendje të mjerueshme.,0
3880,Infrastruktura është në gjendje të mjerueshme.,0
3881,Ky vendim do të dëmtojë shumë njerëz.,0
3882,Punonjësit nuk janë të trajnuar mirë.,0
3883,Lajmi raporton ngjarjen pa koment.,0/1
3884,"Vitin e kaluar, kjo politikë do të ndihmojë shumë njerëz.",1
3885,Informacioni ishte i vjetëruar dhe i rremë.,0
3886,Ekipi tregoi profesionalizëm të lartë.,1
3887,Çmimi është shumë i arsyeshëm për cilësinë.,1
3888,Mbështetja teknike ishte e shpejtë dhe efektive.,1
3889,Nuk e meritoja këtë shërbim të keq.,0
3890,"Mendoj se, kjo nismë është e mrekullueshme për qytetin tonë.",1
3891,Kurrë më nuk do të blej nga ky dyqan.,0
3892,Aktiviteti ishte i dobishëm dhe argëtues.,1
3893,Lajmi raporton ngjarjen pa koment.,0/1
3894,"Besoj se, rezultatet ishin shumë nën pritshmëritë.",0
3895,"Dje, procesi po vazhdon sipas planit.",0/1
3896,Projekti ka përparuar por ka ende sfida.,0/1
3897,Kjo praktikë është e papranueshme.,0
3898,Punonjësit nuk janë të trajnuar mirë.,0
3899,Koncerti ishte i mrekullueshëm.,1
3900,Rezultatet janë të përziera dhe varen nga perspektiva.,0/1
3901,Produkti ka disa aspekte pozitive dhe negative.,0/1
3902,Nuk e meritoja këtë shërbim të keq.,0
3903,"Siç duket, çështja është nën shqyrtim dhe do të vendoset.",0/1
3904,"Duket se, komentët e qytetarëve janë të ndryshme.",0/1
3905,Ky institucion ka humbur çdo kredibilitet.,0
3906,Produkti nuk përputhej me përshkrimin.,0
3907,Jam shumë i kënaqur me blerjen time.,1
3908,Dëmtimi i imazhit është i rëndë.,0
3909,"Kohët e fundit, problemi nuk u zgjidh as pas javësh.",0
3910,U ndjeva i mashtruar nga ky shërbim.,0
3911,"Këtë muaj, festivali solli gëzim për të gjithë.",1
3912,Lajmi u publikua pa u verifikuar.,0
3913,Paketa ishte e kujdesshme dhe e sigurt.,1
3914,Gjendja po përkeqësohet dita-ditës.,0
3915,Klienti u trajtua me respekt dhe kujdes.,1
3916,Menaxhimi i situatës ishte katastrofik.,0
3917,"Kohët e fundit, faqja e internetit kishte shumë probleme teknike.",0
3918,Mësimi ishte shumë frytdhënës.,1
3919,Ky shërbim publik ka dështuar plotësisht.,0
3920,Puna e tyre ka lënë gjurmë pozitive.,1
3921,"Duket se, nuk po shihet asnjë zgjidhje afër.",0
3922,Procesi i kthimit ishte shumë i komplikuar.,0
3923,Ngjarjet janë zhvilluar normalisht pa incidente.,0/1
3924,Reportazhi ishte shumë profesional.,1
3925,Stafi ishte shumë miqësor dhe profesional.,1
3926,Situata po përkeqësohet dhe nuk ka zgjidhje.,0
3927,Artikulli kishte shumë gabime faktike.,0
3928,Asnjëherë nuk do ta blej sërish.,0
3929,Dizajni është elegant dhe modern.,1
3930,"Siç duket, shërbimi plotëson kërkesat minimale.",0/1
3931,Do ta rekomandoj tek të gjithë miqtë e mi.,1
3932,"Nga përvoja ime, ndihma nga komuniteti ishte e mrekullueshme.",1
3933,Problemi nuk u zgjidh as pas javësh.,0
3934,"Përvojë shumë pozitive, do të kthehem.",1
3935,Produkti nuk funksionoi siç duhet.,0
3936,Raporti përfshin të dhëna nga burime të ndryshme.,0/1
3937,Ky institucion ka humbur besueshmërinë.,0
3938,Ky produkt ka ndryshuar jetën time përditë.,1
3939,Njerëzit po vuajnë nga kjo politikë.,0
3940,Ky institucion ka humbur çdo kredibilitet.,0
3941,Dorëzimi ishte në kohë por paketa nuk ishte ideale.,0/1
3942,Gjendja po përkeqësohet dita-ditës.,0
3943,"Besoj se, gjendja po përkeqësohet dita-ditës.",0
3944,Çmimi është shumë i lartë për cilësinë.,0
3945,"Këtë muaj, suksesi i tyre është i merituar plotësisht.",1
3946,Shërbimi i klientit nuk u përgjigj fare.,0
3947,"Këtë muaj, progresi i arritur është vërtet i jashtëzakonshëm.",1
3948,Funksionet janë saktësisht ato që kishim nevojë.,1
3949,U zhgënjeva shumë me blerjen time.,0
3950,Gazetaria e keqe dëmton shoqërinë.,0
3951,"Nga ajo çfarë pashë, pritja ishte e gjatë dhe e padurueshme.",0
3952,Informacioni i dhënë ishte i pasaktë.,0
3953,Produkti është i bukur dhe funksional.,1
3954,Klienti u trajtua me respekt dhe kujdes.,1
3955,"Përvojë shumë pozitive, do të kthehem.",1
3956,Shërbimi tejkaloi të gjitha pritshmëritë e mia.,1
3957,Informacioni ishte i vjetëruar dhe i rremë.,0
3958,Kjo ngjarje ka lënë pasoja të rënda.,0
3959,"Kohët e fundit, restoranti ka atmosferë shumë të këndshme.",1
3960,Asnjëherë nuk do ta blej sërish.,0
3961,Ky raportim është skandaloz.,0
3962,Ngjarja la kujtime të paharrueshme.,1
3963,Do ta rekomandoj tek të gjithë miqtë e mi.,1
3964,Ishte humbje e parave dhe kohës.,0
3965,Ky institucion ka humbur çdo kredibilitet.,0
3966,Cilësia tejkalon çmimin e paguar.,1
3967,Mbështetja teknike ishte e shpejtë dhe efektive.,1
3968,"Kohët e fundit, pritja ishte e gjatë dhe e padurueshme.",0
3969,Projekti ka përparuar por ka ende sfida.,0/1
3970,"Siç duket, e bleva dhe nuk pendohem aspak.",1
3971,Lajmi ishte i pasaktë dhe mashtrues.,0
3972,Ky vend është i mrekullueshëm për pushime.,1
3973,Kompania nuk mori asnjë masë korrektuese.,0
3974,Bashkëpunimi ishte shumë produktiv.,1
3975,Diskutimi ishte i hapur pa një konkluzion të qartë.,0/1
3976,Filmi ishte emocionues dhe interesant.,1
3977,Puna e tyre ka lënë gjurmë pozitive.,1
3978,"Siç duket, ekipi tregoi profesionalizëm të lartë.",1
3979,Shërbimi tejkaloi të gjitha pritshmëritë e mia.,1
3980,Çështja është komplekse dhe kërkon analizë të mëtejshme.,0/1
3981,"Besoj se, informacioni ishte i saktë dhe i besueshëm.",1
3982,"Siç duket, mësimi ishte shumë frytdhënës.",1
3983,Problemi vazhdon pa u zgjidhur.,0
3984,Kjo situatë është jashtëzakonisht e rëndë.,0
3985,"Këtë muaj, vendimi ishte i gabuar dhe i dëmshëm.",0
3986,Funksionet janë saktësisht ato që kishim nevojë.,1
3987,Çmimi është shumë i lartë për cilësinë.,0
3988,"Nga përvoja ime, dizajni është elegant dhe modern.",1
3989,"Mendoj se, produkti nuk përputhej me përshkrimin.",0
3990,Restoranti ka atmosferë shumë të këndshme.,1
3991,E bleva dhe do ta vlerësoj me kalimin e kohës.,0/1
3992,Kam blerë produktin dhe po e vlerësoj akoma.,0/1
3993,Nuk e meritoja këtë shërbim të keq.,0
3994,Zhvillimet janë nën monitorim të vazhdueshëm.,0/1
3995,Kthimi i produktit u bë pa asnjë problem.,1
3996,Kuzhinieri ka talent të jashtëzakonshëm.,1
3997,Ushqimi ishte i shijshëm dhe i freskët.,1
3998,Faqja e internetit kishte shumë probleme teknike.,0
3999,Ndërtesa e re është e bukur dhe funksionale.,1
4000,Çmimi ishte i drejtë dhe transparent.,1
4001,Ngjarja ishte e organizuar shumë mirë.,1
4002,"Besoj se, bashkëpunimi ishte shumë i vështirë.",0
4003,"Mendoj se, cilësia e produktit është e shkëlqyer.",1
4004,Ky produkt është investimi më i mirë që kam bërë.,1
4005,"Nga ajo çfarë pashë, raporti përfshin të dhëna nga burime të ndryshme.",0/1
4006,Produkti është i bukur dhe funksional.,1
4007,Procesi po vazhdon sipas planit.,0/1
4008,Bashkëpunimi ishte shumë i vështirë.,0
4009,Kurrë më nuk do të blej nga ky dyqan.,0
4010,"Nga ajo çfarë pashë, ky institucion ka humbur çdo kredibilitet.",0
4011,"Stafi ishte normal, as miqësor as i ftohtë.",0/1
4012,Nuk mund të besoj se publikuan diçka të tillë.,0
4013,Skandali ka dëmtuar besimin e publikut.,0
4014,Nuk do ta rekomandoj askujt këtë vend.,0
4015,Festivali solli gëzim për të gjithë.,1
4016,Skandali ka dëmtuar besimin e publikut.,0
4017,"Siç duket, ky vendim është i drejtë dhe i mençur.",1
4018,Ndihma nga komuniteti ishte e mrekullueshme.,1
4019,Ndihma nga komuniteti ishte e mrekullueshme.,1
4020,Ky institucion ka humbur çdo kredibilitet.,0
4021,Mungonte plotësisht transparenca.,0
4022,"Javën e kaluar, nuk do ta rekomandoj askujt këtë vend.",0
4023,"Nga ajo çfarë pashë, artikulli ishte i shkruar mirë dhe qartë.",1
4024,Çmimi është shumë i lartë për cilësinë.,0
4025,Shërbimi i klientit nuk u përgjigj fare.,0
4026,Ky lajm më bëri të ndihem mirë.,1
4027,E bleva dhe nuk pendohem aspak.,1
4028,Reportazhi ishte shumë profesional.,1
4029,"Siç duket, klienti u trajtua me respekt dhe kujdes.",1
4030,E lexova të gjithë artikullin me kënaqësi.,1
4031,"Duket se, produkti ishte i falsifikuar dhe i rrezikshëm.",0
4032,"Javën e kaluar, ekipi i mbështetjes ishte shumë ndihmues.",1
4033,"Duket se, situata po përkeqësohet dhe nuk ka zgjidhje.",0
4034,Dizajni është elegant dhe modern.,1
4035,Ndërtesa e re është e bukur dhe funksionale.,1
4036,Kthimi i produktit u bë pa asnjë problem.,1
4037,Projekti ka sjellë ndryshime pozitive.,1
4038,"Duket se, shërbimi ishte mesatar, jo shumë i mirë dhe jo i keq.",0/1
4039,Ky produkt ka ndryshuar jetën time përditë.,1
4040,Kam blerë produktin dhe po e vlerësoj akoma.,0/1
4041,Diskutimi ishte i hapur pa një konkluzion të qartë.,0/1
4042,Garancia nuk u respektua fare.,0
4043,Suksesi i tyre është i merituar plotësisht.,1
4044,"Këtë muaj, çmimi është i pranueshëm por mund të ishte më i mirë.",0/1
4045,"Javën e kaluar, stafi ishte shumë miqësor dhe profesional.",1
4046,Aplikacioni është intuitiv dhe i shpejtë.,1
4047,E lexova të gjithë artikullin me kënaqësi.,1
4048,Skandali ka dëmtuar imazhin e kompanisë.,0
4049,"Nga ajo çfarë pashë, ekspertët kanë mendime të ndryshme mbi temën.",0/1
4050,Situata është e ndërlikuar dhe ka shumë aspekte.,0/1
4051,"Këtë muaj, lajmi raporton ngjarjen pa koment.",0/1
4052,Mësimi ishte shumë frytdhënës.,1
4053,"Sot, ngjarja ishte e organizuar shumë mirë.",1
4054,"Javën e kaluar, aplikacioni është intuitiv dhe i shpejtë.",1
4055,Çmimi është i pranueshëm por mund të ishte më i mirë.,0/1
4056,"Dje, vendimi solli pasoja negative për të gjithë.",0
4057,"Dje, ndihma nga komuniteti ishte e mrekullueshme.",1
4058,Aplikacioni është intuitiv dhe i shpejtë.,1
4059,Restoranti ka atmosferë shumë të këndshme.,1
4060,Produkti ka disa aspekte pozitive dhe negative.,0/1
4061,"Mendoj se, ky problem nuk është adresuar fare.",0
4062,Ishte humbje e parave dhe kohës.,0
4063,"Nga ajo çfarë pashë, gazetaria e keqe dëmton shoqërinë.",0
4064,"Dje, shërbimi i klientit u përgjigj menjëherë.",1
4065,Produkti ishte i falsifikuar dhe i rrezikshëm.,0
4066,"Javën e kaluar, gjendja po përkeqësohet dita-ditës.",0
4067,Situata është alarmante dhe shqetësuese.,0
4068,Zhvillimet janë nën monitorim të vazhdueshëm.,0/1
4069,Njerëzit po vuajnë nga kjo politikë.,0
4070,Kjo kompani meriton gjithë lavdërimet.,1
4071,Dorëzimi ishte i shpejtë dhe i sigurt.,1
4072,Dorëzimi ishte në kohë por paketa nuk ishte ideale.,0/1
4073,"Sot, produkti ka disa aspekte pozitive dhe negative.",0/1
4074,"Vitin e kaluar, rezultatet janë të përziera dhe varen nga perspektiva.",0/1
4075,Funksionet janë saktësisht ato që kishim nevojë.,1
4076,Jam absolutisht i entuziazmuar me rezultatin.,1
4077,Bashkëpunimi ishte shumë produktiv.,1
4078,Suksesi i tyre është i merituar plotësisht.,1
4079,Aktiviteti ishte i organizuar keq.,0
4080,Ngjarjet janë zhvilluar normalisht pa incidente.,0/1
4081,Politika është ende nën debat.,0/1
4082,Festivali solli gëzim për të gjithë.,1
4083,Libri është ndër më të mirët që kam lexuar.,1
4084,"Këtë muaj, kuzhinieri ka talent të jashtëzakonshëm.",1
4085,"Besoj se, e bleva dhe do ta vlerësoj me kalimin e kohës.",0/1
4086,Ekspozita ishte shumë edukuese.,1
4087,Do të kërkoj rimbursim për këtë produkt.,0
4088,Situata është e ndërlikuar dhe ka shumë aspekte.,0/1
4089,"Mendoj se, ndryshimet janë graduale dhe jo dramatike.",0/1
4090,"Besoj se, cilësia e produktit është e shkëlqyer.",1
4091,Materiali është i cilësisë së lartë.,1
4092,U zhgënjeva shumë me blerjen time.,0
4093,Ky lajm më bëri të ndihem mirë.,1
4094,Lajmi raporton ngjarjen pa koment.,0/1
4095,Rekomandoj fuqishëm këtë dyqan.,1
4096,Opinionet e njerëzve ndahen rreth kësaj çështjeje.,0/1
4097,Nuk do ta rekomandoj askujt këtë vend.,0
4098,Studimi tregon rezultate të ndryshme.,0/1
4099,Jam absolutisht i entuziazmuar me rezultatin.,1
4100,Ekspertët kanë mendime të ndryshme mbi temën.,0/1
4101,Faqja e internetit kishte shumë probleme teknike.,0
4102,Paketa ishte e kujdesshme dhe e sigurt.,1
4103,"Besoj se, ky shërbim publik ka dështuar plotësisht.",0
4104,"Siç duket, shërbimi i klientit nuk u përgjigj fare.",0
4105,Funksionet janë saktësisht ato që kishim nevojë.,1
4106,Gjendja po përkeqësohet dita-ditës.,0
4107,Ekipi tregoi profesionalizëm të lartë.,1
4108,"Kohët e fundit, ekspozita ishte shumë edukuese.",1
4109,"Besoj se, jam absolutisht i entuziazmuar me rezultatin.",1
4110,"Javën e kaluar, nuk do ta rekomandoj askujt këtë vend.",0
4111,"Dje, problemi vazhdon pa u zgjidhur.",0
4112,"Mendoj se, vendimi solli pasoja negative për të gjithë.",0
4113,Projekti dështoi plotësisht.,0
4114,Ekipi i mbështetjes ishte shumë ndihmues.,1
4115,"Duket se, nuk do ta rekomandoj askujt këtë vend.",0
4116,Nuk ka ndryshime të mëdha të raportuara.,0/1
4117,Çmimi është i pranueshëm por mund të ishte më i mirë.,0/1
4118,E bleva dhe do ta vlerësoj me kalimin e kohës.,0/1
4119,Artikulli kishte shumë gabime faktike.,0
4120,Informacioni i dhënë ishte i pasaktë.,0
4121,"Besoj se, cilësia tejkalon çmimin e paguar.",1
4122,"Mendoj se, ky institucion ka humbur besueshmërinë.",0
4123,Skandali ka dëmtuar besimin e publikut.,0
4124,Vendimi ishte i gabuar dhe i dëmshëm.,0
4125,Ky problem nuk është adresuar fare.,0
4126,Projekti ka sjellë ndryshime pozitive.,1
4127,Ky produkt ka ndryshuar jetën time përditë.,1
4128,"Siç duket, problem i njëjtë tashmë herën e tretë.",0
4129,Cilësia ishte shumë nën pritjet e mia.,0
4130,Produkti i kryen funksionet bazë të pritshme.,0/1
4131,Çështja është nën shqyrtim dhe do të vendoset.,0/1
4132,"Dje, çështja është nën shqyrtim dhe do të vendoset.",0/1
4133,Ishte humbje e parave dhe kohës.,0
4134,Shumë faleminderit për informacionin e vlefshëm.,1
4135,Kompania nuk mori asnjë masë korrektuese.,0
